Episode,Reward,Length,SmoothedLengthEMA
722,-43.2772,1000,981.9482
723,-85.3670,1000,982.8508
724,-69.0326,1000,983.7083
725,-88.4049,1000,984.5229
726,-54.0540,1000,985.2967
727,-63.9371,1000,986.0319
728,-55.3308,1000,986.7303
729,-75.0464,1000,987.3938
730,-142.9653,569,966.4741
731,-72.3699,1000,968.1504
732,-97.8225,1000,969.7429
733,-49.0309,1000,971.2557
734,-102.6524,1000,972.6929
735,-38.6009,1000,974.0583
736,-85.1424,1000,975.3554
737,-155.2173,654,959.2876
738,-46.7848,1000,961.3232
739,-87.9549,1000,963.2571
740,-64.1723,1000,965.0942
741,-59.3466,1000,966.8395
742,-46.3945,1000,968.4975
743,-92.1344,1000,970.0726
744,-82.0740,1000,971.5690
745,-74.6258,1000,972.9906
746,-53.8516,1000,974.3410
747,-115.2180,1000,975.6240
748,-80.6081,1000,976.8428
749,-95.0706,1000,978.0006
750,-148.5234,601,959.1506
751,-118.0625,447,933.5431
752,-107.5186,1000,936.8659
753,-161.7494,587,919.3726
754,-82.0341,1000,923.4040
755,-79.0977,350,894.7338
756,-65.7123,1000,899.9971
757,-105.1188,1000,904.9973
758,-130.4653,554,887.4474
759,-160.4980,706,878.3750
760,-52.4397,1000,884.4563
761,-140.8709,690,874.7335
762,-47.6004,1000,880.9968
763,-56.3476,1000,886.9469
764,-162.0060,780,881.5996
765,-68.4609,1000,887.5196
766,-70.8729,1000,893.1436
767,-93.2997,1000,898.4865
768,-107.2927,422,874.6621
769,-77.6502,1000,880.9290
770,-57.5313,1000,886.8826
771,-144.0336,637,874.3884
772,-62.9371,1000,880.6690
773,-74.9917,1000,886.6356
774,-53.3471,1000,892.3038
775,-77.4675,1000,897.6886
776,-85.7414,1000,902.8042
777,-109.6297,1000,907.6640
778,-53.8495,1000,912.2808
779,-94.1573,1000,916.6667
780,-74.3646,1000,920.8334
781,-53.4325,1000,924.7917
782,-60.3927,1000,928.5521
783,-71.5159,1000,932.1245
784,-45.4963,1000,935.5183
785,-73.6161,1000,938.7424
786,-79.1508,1000,941.8053
787,-199.1570,898,939.6150
788,-80.5697,1000,942.6343
789,-66.1176,1000,945.5025
790,-22.7073,1000,948.2274
791,-64.8357,1000,950.8160
792,-131.9649,533,929.9252
793,-77.4546,1000,933.4290
794,-77.3548,1000,936.7575
795,-87.3622,1000,939.9197
796,-76.5734,1000,942.9237
797,-129.1352,1000,945.7775
798,-105.9049,259,911.4386
799,-96.5385,1000,915.8667
800,-72.6939,1000,920.0733
801,-90.7943,1000,924.0697
802,-80.0751,1000,927.8662
