Episode,Reward,Length,SmoothedLengthEMA
424,30.9859,154,364.0100
425,-154.8383,188,355.2095
426,31.6199,177,346.2990
427,-160.8932,213,339.6341
428,-16.5024,150,330.1524
429,-124.5298,216,324.4448
430,-23.7186,114,313.9225
431,-13.5096,130,304.7264
432,19.4501,141,296.5401
433,-0.8386,176,290.5131
434,-3.1986,141,283.0374
435,-4.3700,180,277.8855
436,-5.5695,116,269.7913
437,26.4356,165,264.5517
438,6.4822,169,259.7741
439,-24.3596,157,254.6354
440,56.5579,183,251.0536
441,34.3569,140,245.5010
442,0.0093,127,239.5759
443,24.3873,105,232.8471
444,-67.8675,186,230.5048
445,-197.0380,319,234.9295
446,20.3073,163,231.3330
447,-25.6690,150,227.2664
448,-36.0834,84,220.1031
449,27.9253,231,220.6479
450,17.3179,128,216.0155
451,14.6701,191,214.7647
452,-9.2776,120,210.0265
453,-1.7946,109,204.9752
454,-3.5741,118,200.6264
455,26.4047,1000,240.5951
456,27.0724,137,235.4153
457,-14.3594,1000,273.6446
458,-325.0426,263,273.1124
459,-12.9473,174,268.1567
460,39.4891,1000,304.7489
461,-12.5401,108,294.9115
462,-101.6485,196,289.9659
463,22.0387,1000,325.4676
464,-84.6568,204,319.3942
465,20.9247,128,309.8245
466,35.8520,125,300.5833
467,-94.8694,232,297.1541
468,-226.6643,212,292.8964
469,-79.9445,315,294.0016
470,-94.2107,324,295.5015
471,-151.3700,295,295.4764
472,-5.0758,124,286.9026
473,25.8220,142,279.6575
474,-23.2738,94,270.3746
475,17.3817,113,262.5059
476,3.6202,175,258.1306
477,-34.7142,142,252.3240
478,22.3871,117,245.5578
479,5.6180,159,241.2300
480,1.2262,155,236.9185
481,18.9412,138,231.9725
482,49.4700,117,226.2239
483,8.5814,126,221.2127
484,-29.1386,153,217.8021
485,-39.2754,156,214.7120
486,-10.4133,151,211.5264
487,-50.0678,108,206.3501
488,-15.4235,158,203.9326
489,-37.7330,187,203.0859
490,26.4858,127,199.2816
491,3.4743,171,197.8675
492,-48.9137,131,194.5242
493,-16.6832,133,191.4480
494,1.7847,154,189.5756
495,-29.3425,189,189.5468
496,0.9693,194,189.7694
497,36.7807,117,186.1310
498,93.3810,1000,226.8244
499,-23.0173,150,222.9832
500,9.9963,1000,261.8340
501,38.4520,104,253.9423
502,-22.3071,172,249.8452
503,-2.4638,94,242.0530
504,11.8721,141,237.0003
505,-103.7636,158,233.0503
506,28.1281,95,226.1478
507,-8.1093,207,225.1904
508,-8.0195,89,218.3809
509,20.5678,139,214.4118
510,33.0741,136,210.4912
511,7.3620,119,205.9167
512,-70.0898,156,203.4208
513,-140.0764,197,203.0998
514,-64.6522,205,203.1948
515,-113.0748,262,206.1351
516,-31.0233,144,203.0283
517,-9.3173,168,201.2769
518,-97.0497,231,202.7631
519,-44.6463,184,201.8249
520,-30.7032,120,197.7337
521,-25.8523,121,193.8970
522,41.4586,172,192.8021
523,-15.1524,154,190.8620
524,-21.9642,1000,231.3189
525,10.2513,231,231.3030
526,-44.5204,200,229.7378
527,6.9909,124,224.4509
528,38.3724,151,220.7784
529,1.0966,135,216.4895
530,30.3430,267,219.0150
531,32.1460,185,217.3142
532,-10.4414,206,216.7485
533,43.6861,216,216.7111
534,-344.5896,868,249.2756
535,-28.7757,166,245.1118
536,52.4628,156,240.6562
537,83.3853,1000,278.6234
538,32.2672,136,271.4922
539,-130.2251,753,295.5676
540,47.5472,1000,330.7892
541,63.0968,1000,364.2498
542,-18.3868,205,356.2873
543,9.2650,151,346.0229
544,-79.6533,187,338.0718
545,37.4862,143,328.3182
546,44.5958,180,320.9023
547,106.9109,1000,354.8571
548,29.5544,185,346.3643
549,-88.6296,176,337.8461
